tweet_id,created_at,text,retweet_count,favorite_count,user_id,user_name,user_screen_name,user_followers_count
1919712343270756742,Tue May 06 11:14:23 +0000 2025,@diwate35619 Why Amit Shah was the security post removed from there just a few days before the Pahalgam attack? https://t.co/LVRS93EkGs,0,0,,MAK,ayaz_karbelkar,212
1914896658749649341,Wed Apr 23 04:18:35 +0000 2025,"Amit Shah not only failed in stopping Terr0r attacks in Kashmir, he also misguided rest of India for politics

He literally threw innocent tourists in front of Terr0rists without any security

He is unfit to be HM, he must resign 🙌

#PahalgamTerroristAttack #Pahalgam https://t.co/UbsNgA0XcF",1265,4505,,𝗩eena Jain,DrJain21,20765
1919671249199939771,Tue May 06 08:31:06 +0000 2025,"Why Amit Shah was the security post removed from there just a few days before the Pahalgam attack?
#CivilDefence #mockdrills #RomeoS3Trailer #GoldRate #DiljitDosanjh #MetGala2025  #ThankMomWithAmazon #MotoEdge60ProOnFlipkart https://t.co/KRYzCFx9cw",44,59,,Diya Sharma,DiyaSharma_10,865
1919394831186731079,Mon May 05 14:12:43 +0000 2025,"Pahalgam Terror Attack: गृह मंत्रालय का बड़ा ऐलान, हवाई हमले वाले सायरन लगाने के निर्देश| Amit Shah

#pakistan #terrorattack #india #latestnews #punjabkesaritv https://t.co/N5dGbgTD5J",0,6,,Punjab Kesari,punjabkesari,226159
1919619109362225582,Tue May 06 05:03:55 +0000 2025,"इंच-इंच भूमि से आतंकवाद को उखाड़ेंगे: Pahalgam Attack पर आतंकियों पर HM Amit Shah का Ultimatum

#Pahalgam #PahalgamTerrorAttack #AmitShah #HomeMinister https://t.co/Jq5Vm4QHnW",0,0,,Ramkripal Yadav,Ramkrip18386642,777
1918197792931266855,Fri May 02 06:56:06 +0000 2025,"Narendra Modi should immediately 
sack Home Minister Amit Shah for the security lapse and intelligence failure in the Terrorist attack in Pahalgam that claimed 27 innocent lives .

Who All Agree ? https://t.co/wbYPbJ5qSX",137,411,,Ravinder Kapur.,RavinderKapur2,39430
1919319760090648820,Mon May 05 09:14:24 +0000 2025,"PM Narendra Modi and Amit Shah were involved in the Pahalgam terror attack, claims an ex-Army officer.

#Pahalgam
#PahalgamTerrorAttack https://t.co/1U0VUqsikK",2,3,,MuslimMirror.com,MuslimMirror,24174
1914946092401377730,Wed Apr 23 07:35:01 +0000 2025,"After 26/11, Congress’s Home Minister resigned.
After Pulwama, Poonch &amp; Pahalgam, BJP’s Home Minister Amit Shah walks red carpets in Kashmir.
No shame. No accountability. Just optics and arrogance.
When the nation mourns, he poses.
This is the BJP’s idea of leadership.… https://t.co/9wiYsT8jEG",508,1076,,Shweta@soni,ShwetaSoni2510,6347
1916719025520099470,Mon Apr 28 05:00:01 +0000 2025,"'Misinformation against India, Army': Government bans 16 #Pakistan #YouTube channels

Track LIVE updates 🔗 https://t.co/ZyhYIRQGUk
#PahalgamTerrorAttack #PahalgamAttack #PahalgamTerroristAttack https://t.co/8FGQUDFwSi",45,143,,The Times Of India,timesofindia,14757924
